,0,30,60,90,120,150,180,210,240,270,300,330,Training
0,0.9546130952380952,0.7120535714285714,0.5639880952380952,0.48214285714285715,0.5498511904761905,0.5379464285714286,0.5803571428571429,0.49851190476190477,0.5453869047619048,0.5171130952380952,0.6941964285714286,0.8117559523809523,0.8898809523809523
1,0.9620535714285714,0.7678571428571429,0.6145833333333334,0.4851190476190476,0.5513392857142857,0.5007440476190477,0.5267857142857143,0.5186011904761905,0.578125,0.4575892857142857,0.6235119047619048,0.8028273809523809,0.9482886904761905
2,0.9694940476190477,0.7566964285714286,0.6361607142857143,0.5260416666666666,0.5944940476190477,0.5379464285714286,0.5699404761904762,0.5505952380952381,0.6309523809523809,0.5104166666666666,0.6078869047619048,0.7998511904761905,0.9577752976190477
3,0.9583333333333334,0.8854166666666666,0.7879464285714286,0.6145833333333334,0.6532738095238095,0.6398809523809523,0.7276785714285714,0.6949404761904762,0.7224702380952381,0.5550595238095238,0.7410714285714286,0.8519345238095238,0.9605654761904762
4,0.9724702380952381,0.7872023809523809,0.7016369047619048,0.5453869047619048,0.6078869047619048,0.5602678571428571,0.5989583333333334,0.5863095238095238,0.6726190476190477,0.5416666666666666,0.6971726190476191,0.7976190476190477,0.9676339285714286
5,0.9650297619047619,0.9136904761904762,0.8616071428571429,0.7648809523809523,0.7559523809523809,0.7046130952380952,0.7328869047619048,0.7462797619047619,0.8273809523809523,0.7686011904761905,0.8526785714285714,0.9017857142857143,0.9750744047619048
6,0.9754464285714286,0.8355654761904762,0.7113095238095238,0.5803571428571429,0.6532738095238095,0.5974702380952381,0.6889880952380952,0.6785714285714286,0.7105654761904762,0.6108630952380952,0.765625,0.8504464285714286,0.9717261904761905
7,0.9680059523809523,0.8816964285714286,0.8147321428571429,0.7068452380952381,0.7529761904761905,0.7239583333333334,0.7760416666666666,0.7633928571428571,0.7916666666666666,0.6994047619047619,0.8385416666666666,0.8883928571428571,0.9758184523809523
8,0.9709821428571429,0.7090773809523809,0.6130952380952381,0.5044642857142857,0.5610119047619048,0.5238095238095238,0.5319940476190477,0.5379464285714286,0.5982142857142857,0.46875,0.6063988095238095,0.7581845238095238,0.9771205357142857
9,0.9434523809523809,0.6339285714285714,0.5684523809523809,0.5059523809523809,0.5416666666666666,0.484375,0.49851190476190477,0.5245535714285714,0.6183035714285714,0.5193452380952381,0.6041666666666666,0.7217261904761905,0.9799107142857143
10,0.9680059523809523,0.8883928571428571,0.8058035714285714,0.7150297619047619,0.7313988095238095,0.6726190476190477,0.7961309523809523,0.796875,0.7946428571428571,0.7135416666666666,0.8013392857142857,0.8459821428571429,0.9756324404761905
11,0.984375,0.8125,0.7760416666666666,0.6674107142857143,0.7068452380952381,0.6354166666666666,0.7440476190476191,0.7247023809523809,0.7894345238095238,0.6800595238095238,0.7842261904761905,0.8653273809523809,0.9774925595238095
12,0.9732142857142857,0.8742559523809523,0.7961309523809523,0.6681547619047619,0.6897321428571429,0.6927083333333334,0.7931547619047619,0.7470238095238095,0.7626488095238095,0.7120535714285714,0.7842261904761905,0.8467261904761905,0.9815848214285714
13,0.9806547619047619,0.7581845238095238,0.6495535714285714,0.5230654761904762,0.6004464285714286,0.5424107142857143,0.6822916666666666,0.6339285714285714,0.6852678571428571,0.5431547619047619,0.7232142857142857,0.8028273809523809,0.9735863095238095
14,0.9791666666666666,0.7194940476190477,0.65625,0.5811011904761905,0.6160714285714286,0.5327380952380952,0.6212797619047619,0.6108630952380952,0.6919642857142857,0.5610119047619048,0.7202380952380952,0.8065476190476191,0.9823288690476191
15,0.9806547619047619,0.7574404761904762,0.7113095238095238,0.5877976190476191,0.6294642857142857,0.5491071428571429,0.6711309523809523,0.6235119047619048,0.6964285714285714,0.5602678571428571,0.7239583333333334,0.7998511904761905,0.9838169642857143
16,0.9776785714285714,0.6949404761904762,0.6264880952380952,0.5572916666666666,0.5669642857142857,0.49776785714285715,0.5535714285714286,0.5267857142857143,0.6004464285714286,0.5052083333333334,0.6376488095238095,0.7477678571428571,0.9858630952380952
17,0.9858630952380952,0.8459821428571429,0.8132440476190477,0.7165178571428571,0.7105654761904762,0.6644345238095238,0.7321428571428571,0.6897321428571429,0.7678571428571429,0.6636904761904762,0.7842261904761905,0.8586309523809523,0.9841889880952381
18,0.9702380952380952,0.7194940476190477,0.6532738095238095,0.5662202380952381,0.5982142857142857,0.5438988095238095,0.5892857142857143,0.5528273809523809,0.625,0.5305059523809523,0.6339285714285714,0.734375,0.9892113095238095
19,0.9754464285714286,0.7790178571428571,0.7202380952380952,0.6525297619047619,0.6525297619047619,0.5699404761904762,0.6279761904761905,0.5662202380952381,0.6369047619047619,0.5751488095238095,0.7046130952380952,0.7827380952380952,0.9858630952380952
